<<<<<<< HEAD
﻿SA2 CODE 2018,SA2 2018,DHB,ETHNICITY, POPULATION , FIRST DOSE , SECOND DOSE , FIRST DOSE UPTAKE , SECOND DOSE UPTAKE 
127700,Te Atatu South-McLeod North,Waitemata,Maori,363,310,269, 854 , 741 
127700,Te Atatu South-McLeod North,Waitemata,Pacific Peoples,467,442,406, 946 , 869 
127800,Henderson Valley Park,Waitemata,Maori,344,287,236, 834 , 686 
127800,Henderson Valley Park,Waitemata,Pacific Peoples,584,528,480, 904 , 822 
127900,Henderson North East,Waitemata,Maori,230,186,164, 809 , 713 
127900,Henderson North East,Waitemata,Pacific Peoples,368,318,294, 864 , 799 
128000,Waitakere Ranges South,Waitemata,Maori,87,Masked,78, >950 , 897 
128100,Northcote Tuff Crater,Waitemata,Maori,81,67,63, 827 , 778 
128100,Northcote Tuff Crater,Waitemata,Pacific Peoples,64,59,58, 922 , 906 
128200,Northcote Point (Auckland),Waitemata,Maori,128,Masked,117, >950 , 914 
128200,Northcote Point (Auckland),Waitemata,Pacific Peoples,65,Masked,61, >950 , 938 
128300,McLaren Park,Waitemata,Maori,527,456,394, 865 , 748 
128300,McLaren Park,Waitemata,Pacific Peoples,1096,918,845, 838 , 771 
128400,Henderson East,Waitemata,Maori,294,239,205, 813 , 697 
128400,Henderson East,Waitemata,Pacific Peoples,489,426,392, 871 , 802 
128500,Te Atatu South-McLeod South,Waitemata,Maori,385,320,283, 831 , 735 
128500,Te Atatu South-McLeod South,Waitemata,Pacific Peoples,556,514,468, 924 , 842 
128600,Takapuna South,Waitemata,Maori,53,49,46, 925 , 868 
128800,Hauraki,Waitemata,Maori,132,Masked,Masked, >950 , >950 
128800,Hauraki,Waitemata,Pacific Peoples,48,Masked,44, >950 , 917 
128900,Glendene North,Waitemata,Maori,487,425,376, 873 , 772 
128900,Glendene North,Waitemata,Pacific Peoples,1016,897,822, 883 , 809 
129000,Sunnyvale West-Parrs Park,Waitemata,Maori,302,261,219, 864 , 725 
129000,Sunnyvale West-Parrs Park,Waitemata,Pacific Peoples,648,563,507, 869 , 782 
129100,Sunnyvale East,Waitemata,Maori,582,498,430, 856 , 739 
129100,Sunnyvale East,Waitemata,Pacific Peoples,746,663,598, 889 , 802 
129200,Point Chevalier West,Auckland,Maori,233,201,192, 863 , 824 
129200,Point Chevalier West,Auckland,Pacific Peoples,192,168,155, 875 , 807 
129300,Belmont (Auckland),Waitemata,Maori,159,147,137, 925 , 862 
129300,Belmont (Auckland),Waitemata,Pacific Peoples,64,55,50, 859 , 781 
129400,Bayswater,Waitemata,Maori,207,178,173, 860 , 836 
129400,Bayswater,Waitemata,Pacific Peoples,116,92,86, 793 , 741 
129500,Glendene South,Waitemata,Maori,317,238,214, 751 , 675 
129500,Glendene South,Waitemata,Pacific Peoples,699,616,575, 881 , 823 
129600,Glen Eden West,Waitemata,Maori,430,375,306, 872 , 712 
129600,Glen Eden West,Waitemata,Pacific Peoples,740,636,580, 859 , 784 
129700,Herne Bay,Auckland,Maori,129,113,108, 876 , 837 
129800,Westmere North,Auckland,Maori,130,109,103, 838 , 792 
129800,Westmere North,Auckland,Pacific Peoples,79,Masked,Masked, >950 , >950 
129900,Point Chevalier East,Auckland,Maori,276,260,242, 942 , 877 
129900,Point Chevalier East,Auckland,Pacific Peoples,308,278,255, 903 , 828 
130000,Oratia,Waitemata,Maori,93,76,69, 817 , 742 
130000,Oratia,Waitemata,Pacific Peoples,56,53,50, 946 , 893 
130100,Glen Eden Rosier,Waitemata,Maori,383,321,285, 838 , 744 
130100,Glen Eden Rosier,Waitemata,Pacific Peoples,571,530,476, 928 , 834 
130200,Saint Marys Bay,Auckland,Maori,89,71,70, 798 , 787 
130200,Saint Marys Bay,Auckland,Pacific Peoples,54,45,44, 833 , 815 
130300,Westmere South-Western Springs,Auckland,Maori,229,201,192, 878 , 838 
130300,Westmere South-Western Springs,Auckland,Pacific Peoples,149,137,129, 919 , 866 
130400,Ponsonby West,Auckland,Maori,125,118,107, 944 , 856 
130400,Ponsonby West,Auckland,Pacific Peoples,142,132,125, 930 , 880 
130500,Kelston North,Waitemata,Maori,318,293,248, 921 , 780 
130500,Kelston North,Waitemata,Pacific Peoples,817,695,636, 851 , 778 
130600,Avondale Rosebank ,Auckland,Maori,422,400,349, 948 , 827 
130600,Avondale Rosebank ,Auckland,Pacific Peoples,1163,1038,959, 893 , 825 
130700,Narrow Neck,Waitemata,Maori,187,Masked,165, >950 , 882 
130700,Narrow Neck,Waitemata,Pacific Peoples,48,Masked,Masked, >950 , >950 
130800,Glen Eden North,Waitemata,Maori,248,Masked,198, >950 , 798 
130800,Glen Eden North,Waitemata,Pacific Peoples,465,Masked,412, >950 , 886 
130900,Glen Eden Woodglen,Waitemata,Maori,427,348,303, 815 , 710 
130900,Glen Eden Woodglen,Waitemata,Pacific Peoples,643,578,516, 899 , 802 
131000,Kelston South,Waitemata,Maori,283,243,206, 859 , 728 
131000,Kelston South,Waitemata,Pacific Peoples,684,599,536, 876 , 784 
131100,Waterview,Auckland,Maori,344,325,291, 945 , 846 
131100,Waterview,Auckland,Pacific Peoples,570,539,484, 946 , 849 
131200,Ponsonby East,Auckland,Maori,171,148,138, 865 , 807 
131200,Ponsonby East,Auckland,Pacific Peoples,177,167,159, 944 , 898 
131400,Stanley Point,Waitemata,Maori,56,Masked,Masked, >950 , >950 
131500,Glen Eden Central,Waitemata,Maori,334,270,231, 808 , 692 
131500,Glen Eden Central,Waitemata,Pacific Peoples,311,278,254, 894 , 817 
131600,Grey Lynn North,Auckland,Maori,208,193,183, 928 , 880 
131600,Grey Lynn North,Auckland,Pacific Peoples,245,222,210, 906 , 857 
131700,Avondale West (Auckland),Auckland,Maori,357,313,261, 877 , 731 
131700,Avondale West (Auckland),Auckland,Pacific Peoples,1070,949,863, 887 , 807 
131800,Freemans Bay,Auckland,Maori,234,Masked,207, >950 , 885 
131800,Freemans Bay,Auckland,Pacific Peoples,185,148,139, 800 , 751 
131900,Mount Albert West,Auckland,Maori,133,Masked,Masked, >950 , >950 
131900,Mount Albert West,Auckland,Pacific Peoples,223,Masked,185, >950 , 830 
132000,Avondale North (Auckland),Auckland,Maori,326,289,255, 887 , 782 
132000,Avondale North (Auckland),Auckland,Pacific Peoples,604,513,459, 849 , 760 
132100,Grey Lynn West,Auckland,Maori,239,225,200, 941 , 837 
132100,Grey Lynn West,Auckland,Pacific Peoples,391,336,321, 859 , 821 
132200,Mount Albert North,Auckland,Maori,261,233,213, 893 , 816 
132200,Mount Albert North,Auckland,Pacific Peoples,295,272,248, 922 , 841 
132300,New Lynn North,Waitemata,Maori,264,233,205, 883 , 777 
132300,New Lynn North,Waitemata,Pacific Peoples,531,469,423, 883 , 797 
132400,Victoria Park ,Auckland,Maori,96,Masked,Masked, >950 , >950 
132400,Victoria Park ,Auckland,Pacific Peoples,68,Masked,59, >950 , 868 
132500,Konini,Waitemata,Maori,242,Masked,215, >950 , 888 
132500,Konini,Waitemata,Pacific Peoples,179,151,138, 844 , 771 
132600,New Lynn North West,Waitemata,Maori,234,179,164, 765 , 701 
132600,New Lynn North West,Waitemata,Pacific Peoples,427,370,334, 867 , 782 
132700,Hobson Ridge North,Auckland,Maori,89,Masked,Masked, >950 , >950 
132700,Hobson Ridge North,Auckland,Pacific Peoples,72,Masked,Masked, >950 , >950 
132800,Grey Lynn Central,Auckland,Maori,178,Masked,Masked, >950 , >950 
132800,Grey Lynn Central,Auckland,Pacific Peoples,373,334,307, 895 , 823 
132900,Fruitvale,Waitemata,Maori,259,225,201, 869 , 776 
132900,Fruitvale,Waitemata,Pacific Peoples,311,292,269, 939 , 865 
133000,Devonport,Waitemata,Maori,146,125,118, 856 , 808 
133000,Devonport,Waitemata,Pacific Peoples,54,37,37, 685 , 685 
133100,Avondale Central (Auckland),Auckland,Maori,239,184,169, 770 , 707 
133100,Avondale Central (Auckland),Auckland,Pacific Peoples,417,Masked,386, >950 , 926 
133200,Queen Street,Auckland,Maori,82,Masked,Masked, >950 , >950 
133200,Queen Street,Auckland,Pacific Peoples,45,Masked,Masked, >950 , >950 
133300,Quay Street-Customs Street,Auckland,Maori,94,83,75, 883 , 798 
133300,Quay Street-Customs Street,Auckland,Pacific Peoples,62,Masked,Masked, >950 , >950 
133400,Hobson Ridge Central,Auckland,Maori,189,170,141, 899 , 746 
133400,Hobson Ridge Central,Auckland,Pacific Peoples,112,Masked,96, >950 , 857 
133500,Grey Lynn East,Auckland,Maori,108,Masked,Masked, >950 , >950 
133500,Grey Lynn East,Auckland,Pacific Peoples,121,Masked,Masked, >950 , >950 
133600,Morningside (Auckland),Auckland,Maori,266,Masked,246, >950 , 925 
133600,Morningside (Auckland),Auckland,Pacific Peoples,327,298,276, 911 , 844 
133700,Shortland Street,Auckland,Maori,75,Masked,Masked, >950 , >950 
133800,Hobson Ridge South,Auckland,Maori,64,Masked,Masked, >950 , >950 
133800,Hobson Ridge South,Auckland,Pacific Peoples,41,Masked,36, >950 , 878 
133900,New Lynn Central,Waitemata,Maori,52,39,32, 750 , 615 
133900,New Lynn Central,Waitemata,Pacific Peoples,45,39,38, 867 , 844 
134000,Cheltenham,Waitemata,Maori,57,54,54, 947 , 947 
134100,Queen Street South West,Auckland,Maori,119,Masked,107, >950 , 899 
134100,Queen Street South West,Auckland,Pacific Peoples,47,Masked,Masked, >950 , >950 
134200,Mount Albert Central,Auckland,Maori,209,Masked,184, >950 , 880 
134200,Mount Albert Central,Auckland,Pacific Peoples,185,Masked,169, >950 , 914 
134300,Karangahape,Auckland,Maori,110,Masked,Masked, >950 , >950 
134300,Karangahape,Auckland,Pacific Peoples,80,Masked,Masked, >950 , >950 
134400,Kingsland,Auckland,Maori,271,239,224, 882 , 827 
134400,Kingsland,Auckland,Pacific Peoples,334,309,289, 925 , 865 
134500,Anzac Avenue,Auckland,Maori,135,Masked,114, >950 , 844 
134500,Anzac Avenue,Auckland,Pacific Peoples,77,68,64, 883 , 831 
134600,Waima-Woodlands Park,Waitemata,Maori,127,106,97, 835 , 764 
134600,Waima-Woodlands Park,Waitemata,Pacific Peoples,55,52,48, 945 , 873 
134700,Kaurilands,Waitemata,Maori,242,211,186, 872 , 769 
134700,Kaurilands,Waitemata,Pacific Peoples,117,104,99, 889 , 846 
134900,New Lynn Seabrook,Waitemata,Maori,186,171,149, 919 , 801 
134900,New Lynn Seabrook,Waitemata,Pacific Peoples,362,307,270, 848 , 746 
135000,Avondale South (Auckland),Auckland,Maori,234,200,178, 855 , 761 
135000,Avondale South (Auckland),Auckland,Pacific Peoples,724,663,615, 916 , 849 
135100,Symonds Street North West,Auckland,Maori,113,Masked,107, >950 , 947 
135100,Symonds Street North West,Auckland,Pacific Peoples,66,Masked,Masked, >950 , >950 
135200,Mount Albert South,Auckland,Maori,105,99,90, 943 , 857 
135200,Mount Albert South,Auckland,Pacific Peoples,111,90,87, 811 , 784 
135300,Symonds Street West,Auckland,Maori,135,Masked,125, >950 , 926 
135300,Symonds Street West,Auckland,Pacific Peoples,84,Masked,Masked, >950 , >950 
135400,West Lynn,Waitemata,Maori,196,Masked,179, >950 , 913 
135400,West Lynn,Waitemata,Pacific Peoples,197,173,159, 878 , 807 
135500,Owairaka West,Auckland,Maori,202,155,135, 767 , 668 
135500,Owairaka West,Auckland,Pacific Peoples,373,287,267, 769 , 716 
135600,New Lynn Central South,Waitemata,Maori,184,Masked,154, >950 , 837 
135600,New Lynn Central South,Waitemata,Pacific Peoples,349,Masked,309, >950 , 885 
135700,The Strand,Auckland,Maori,66,Masked,Masked, >950 , >950 
135700,The Strand,Auckland,Pacific Peoples,40,Masked,Masked, >950 , >950 
135800,St Lukes,Auckland,Maori,117,96,90, 821 , 769 
135800,St Lukes,Auckland,Pacific Peoples,153,130,123, 850 , 804 
135900,Symonds Street East,Auckland,Maori,119,Masked,Masked, >950 , >950 
135900,Symonds Street East,Auckland,Pacific Peoples,115,93,83, 809 , 722 
136000,Eden Terrace,Auckland,Maori,250,Masked,217, >950 , 868 
136000,Eden Terrace,Auckland,Pacific Peoples,162,151,139, 932 , 858 
136100,Grafton,Auckland,Maori,190,112,100, 589 , 526 
136100,Grafton,Auckland,Pacific Peoples,81,53,52, 654 , 642 
136200,Eden Park,Auckland,Maori,94,Masked,84, >950 , 894 
136200,Eden Park,Auckland,Pacific Peoples,119,106,97, 891 , 815 
136300,Sandringham North,Auckland,Maori,164,Masked,148, >950 , 902 
136300,Sandringham North,Auckland,Pacific Peoples,278,243,229, 874 , 824 
136400,Parnell West,Auckland,Maori,180,Masked,Masked, >950 , >950 
136400,Parnell West,Auckland,Pacific Peoples,92,77,72, 837 , 783 
136500,New Lynn South,Waitemata,Maori,327,274,241, 838 , 737 
136500,New Lynn South,Waitemata,Pacific Peoples,499,458,422, 918 , 846 
136600,New Windsor North,Auckland,Maori,180,163,147, 906 , 817 
136600,New Windsor North,Auckland,Pacific Peoples,448,415,379, 926 , 846 
136700,Titirangi South,Waitemata,Maori,158,148,140, 937 , 886 
136700,Titirangi South,Waitemata,Pacific Peoples,106,91,82, 858 , 774 
136800,Owairaka East,Auckland,Maori,115,102,98, 887 , 852 
136800,Owairaka East,Auckland,Pacific Peoples,282,217,203, 770 , 720 
136900,Eden Valley,Auckland,Maori,140,112,104, 800 , 743 
136900,Eden Valley,Auckland,Pacific Peoples,72,65,56, 903 , 778 
137000,Sandringham Central,Auckland,Maori,108,93,82, 861 , 759 
137000,Sandringham Central,Auckland,Pacific Peoples,243,202,186, 831 , 765 
137100,Glenavon,Auckland,Maori,224,192,158, 857 , 705 
137100,Glenavon,Auckland,Pacific Peoples,713,615,548, 863 , 769 
137200,Blockhouse Bay North,Auckland,Maori,164,134,113, 817 , 689 
137200,Blockhouse Bay North,Auckland,Pacific Peoples,427,388,356, 909 , 834 
137300,Green Bay North,Waitemata,Maori,122,99,81, 811 , 664 
137300,Green Bay North,Waitemata,Pacific Peoples,131,Masked,Masked, >950 , >950 
137400,Parnell East,Auckland,Maori,102,Masked,94, >950 , 922 
137400,Parnell East,Auckland,Pacific Peoples,69,64,62, 928 , 899 
137500,Laingholm,Waitemata,Maori,139,112,100, 806 , 719 
137600,Sandringham West,Auckland,Maori,110,101,92, 918 , 836 
137600,Sandringham West,Auckland,Pacific Peoples,197,179,171, 909 , 868 
137700,Mount Eden North East,Auckland,Maori,75,Masked,60, >950 , 800 
137700,Mount Eden North East,Auckland,Pacific Peoples,59,49,39, 831 , 661 
137800,Mount Eden North,Auckland,Maori,90,Masked,Masked, >950 , >950 
137800,Mount Eden North,Auckland,Pacific Peoples,92,87,84, 946 , 913 
137900,Wesley West,Auckland,Maori,210,161,127, 767 , 605 
137900,Wesley West,Auckland,Pacific Peoples,1094,950,849, 868 , 776 
138000,Green Bay South,Waitemata,Maori,162,139,124, 858 , 765 
138000,Green Bay South,Waitemata,Pacific Peoples,128,Masked,Masked, >950 , >950 
138100,Balmoral,Auckland,Maori,133,116,109, 872 , 820 
138100,Balmoral,Auckland,Pacific Peoples,212,183,167, 863 , 788 
138200,Sandringham East,Auckland,Maori,186,173,157, 930 , 844 
138200,Sandringham East,Auckland,Pacific Peoples,283,Masked,259, >950 , 915 
138300,New Windsor South,Auckland,Maori,210,176,145, 838 , 690 
138300,New Windsor South,Auckland,Pacific Peoples,653,555,509, 850 , 779 
138400,Mount Eden West,Auckland,Maori,102,96,94, 941 , 922 
138400,Mount Eden West,Auckland,Pacific Peoples,116,102,96, 879 , 828 
138500,Newmarket,Auckland,Maori,88,82,81, 932 , 920 
138500,Newmarket,Auckland,Pacific Peoples,61,Masked,Masked, >950 , >950 
138600,Blockhouse Bay North East,Auckland,Maori,106,92,83, 868 , 783 
138600,Blockhouse Bay North East,Auckland,Pacific Peoples,250,Masked,226, >950 , 904 
138700,Epsom North,Auckland,Maori,101,Masked,88, >950 , 871 
138700,Epsom North,Auckland,Pacific Peoples,116,92,87, 793 , 750 
138900,Blockhouse Bay South,Auckland,Maori,153,Masked,134, >950 , 876 
138900,Blockhouse Bay South,Auckland,Pacific Peoples,250,235,223, 940 , 892 
139000,Mount Eden East,Auckland,Maori,103,Masked,Masked, >950 , >950 
139000,Mount Eden East,Auckland,Pacific Peoples,74,64,57, 865 , 770 
139100,Wesley East,Auckland,Maori,153,Masked,127, >950 , 830 
139100,Wesley East,Auckland,Pacific Peoples,631,556,497, 881 , 788 
139200,Orakei West,Auckland,Maori,148,Masked,126, >950 , 851 
139200,Orakei West,Auckland,Pacific Peoples,69,59,56, 855 , 812 
139300,Maungawhau,Auckland,Maori,91,76,69, 835 , 758 
139300,Maungawhau,Auckland,Pacific Peoples,93,Masked,Masked, >950 , >950 
139400,Remuera West,Auckland,Maori,66,Masked,60, >950 , 909 
139400,Remuera West,Auckland,Pacific Peoples,63,49,46, 778 , 730 
139500,Blockhouse Bay East,Auckland,Maori,71,48,44, 676 , 620 
139500,Blockhouse Bay East,Auckland,Pacific Peoples,142,133,127, 937 , 894 
139600,Lynfield North,Auckland,Maori,107,99,88, 925 , 822 
139600,Lynfield North,Auckland,Pacific Peoples,196,165,151, 842 , 770 
139700,Mount Roskill North,Auckland,Maori,180,152,144, 844 , 800 
139700,Mount Roskill North,Auckland,Pacific Peoples,336,282,258, 839 , 768 
139800,Mount Roskill White Swan,Auckland,Maori,123,115,104, 935 , 846 
139800,Mount Roskill White Swan,Auckland,Pacific Peoples,538,453,406, 842 , 755 
139900,Mount Eden South,Auckland,Maori,117,109,107, 932 , 915 
139900,Mount Eden South,Auckland,Pacific Peoples,76,Masked,70, >950 , 921 
140000,Remuera Waitaramoa,Auckland,Maori,105,95,92, 905 , 876 
140000,Remuera Waitaramoa,Auckland,Pacific Peoples,45,Masked,40, >950 , 889 
140100,Orakei East,Auckland,Maori,616,554,514, 899 , 834 
140100,Orakei East,Auckland,Pacific Peoples,98,92,79, 939 , 806 
140200,Epsom Central-North,Auckland,Maori,64,59,54, 922 , 844 
140200,Epsom Central-North,Auckland,Pacific Peoples,71,65,62, 915 , 873 
140300,Mount St John,Auckland,Maori,181,171,150, 945 , 829 
140300,Mount St John,Auckland,Pacific Peoples,125,102,97, 816 , 776 
140400,Mount Roskill Central North,Auckland,Maori,131,101,97, 771 , 740 
140400,Mount Roskill Central North,Auckland,Pacific Peoples,435,378,351, 869 , 807 
140500,Remuera North,Auckland,Maori,48,Masked,Masked, >950 , >950 
140600,Three Kings West,Auckland,Maori,167,149,128, 892 , 766 
140600,Three Kings West,Auckland,Pacific Peoples,435,377,347, 867 , 798 
140700,Mount Roskill Central South,Auckland,Maori,125,104,87, 832 , 696 
140700,Mount Roskill Central South,Auckland,Pacific Peoples,546,461,413, 844 , 756 
140800,Epsom Central-South,Auckland,Maori,83,Masked,73, >950 , 880 
140800,Epsom Central-South,Auckland,Pacific Peoples,103,95,88, 922 , 854 
140900,Lynfield South,Auckland,Maori,115,107,95, 930 , 826 
140900,Lynfield South,Auckland,Pacific Peoples,230,Masked,Masked, >950 , >950 
141000,Remuera South,Auckland,Maori,94,Masked,Masked, >950 , >950 
141000,Remuera South,Auckland,Pacific Peoples,92,Masked,Masked, >950 , >950 
141100,Mission Bay,Auckland,Maori,108,92,88, 852 , 815 
141100,Mission Bay,Auckland,Pacific Peoples,59,Masked,56, >950 , 949 
141200,Three Kings East,Auckland,Maori,53,41,39, 774 , 736 
141200,Three Kings East,Auckland,Pacific Peoples,63,54,52, 857 , 825 
141300,Mount Roskill South,Auckland,Maori,76,Masked,69, >950 , 908 
141300,Mount Roskill South,Auckland,Pacific Peoples,191,166,150, 869 , 785 
141500,Epsom East,Auckland,Maori,79,Masked,75, >950 , 949 
141500,Epsom East,Auckland,Pacific Peoples,72,Masked,Masked, >950 , >950 
141600,Remuera Waiata,Auckland,Maori,74,56,53, 757 , 716 
141700,Epsom South,Auckland,Maori,94,Masked,Masked, >950 , >950 
141700,Epsom South,Auckland,Pacific Peoples,53,41,37, 774 , 698 
141800,Kohimarama,Auckland,Maori,83,75,74, 904 , 892 
141900,Meadowbank West,Auckland,Maori,123,114,103, 927 , 837 
141900,Meadowbank West,Auckland,Pacific Peoples,102,Masked,96, >950 , 941 
142000,Hillsborough North (Auckland),Auckland,Maori,109,99,87, 908 , 798 
142000,Hillsborough North (Auckland),Auckland,Pacific Peoples,284,Masked,245, >950 , 863 
142100,Hillsborough West (Auckland),Auckland,Maori,108,99,80, 917 , 741 
142100,Hillsborough West (Auckland),Auckland,Pacific Peoples,254,Masked,Masked, >950 , >950 
142200,Greenlane North,Auckland,Maori,116,110,103, 948 , 888 
142200,Greenlane North,Auckland,Pacific Peoples,101,Masked,Masked, >950 , >950 
142300,Waikowhai North,Auckland,Maori,202,170,130, 842 , 644 
142300,Waikowhai North,Auckland,Pacific Peoples,950,805,729, 847 , 767 
142400,Remuera East,Auckland,Maori,76,67,64, 882 , 842 
142500,Waikowhai South,Auckland,Maori,64,Masked,Masked, >950 , >950 
142500,Waikowhai South,Auckland,Pacific Peoples,118,Masked,111, >950 , 941 
142600,Royal Oak West (Auckland),Auckland,Maori,101,Masked,92, >950 , 911 
142600,Royal Oak West (Auckland),Auckland,Pacific Peoples,160,146,143, 913 , 894 
142700,Saint Heliers West,Auckland,Maori,87,71,69, 816 , 793 
142700,Saint Heliers West,Auckland,Pacific Peoples,41,Masked,38, >950 , 927 
142800,One Tree Hill,Auckland,Maori,249,224,198, 900 , 795 
142800,One Tree Hill,Auckland,Pacific Peoples,366,332,299, 907 , 817 
